crsyr,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords,flow
1970,Querétaro,"Tijuana, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -121.890583 37.3361905)"
1978,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -118.1362299 33.760599)"
1995,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1998,Querétaro,"Agua Prieta, Sonora","Chicago, IL ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-88.125016, 42.371614)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -88.125016 42.371614)"
2005,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL ","(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(-88.125016, 42.371614)","LINESTRING (-99.84756 20.8542575, -100.5267104 28.6998135, -88.125016 42.371614)"
1994,Querétaro,"Tijuana, Baja California del Norte","Des Moines, IA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-93.6046655, 41.5910323)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -93.6046655 41.5910323)"
1988,Querétaro,"Agua Prieta, Sonora","Orange County, CA ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-117.8704931, 33.7500378)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -117.8704931 33.7500378)"
1994,Querétaro,"Tecate, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.5934782, 32.5791061)","(-117.8704931, 33.7500378)","LINESTRING (-99.84756 20.8542575, -116.5934782 32.5791061, -117.8704931 33.7500378)"
1989,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -118.1362299 33.760599)"
2000,Querétaro,"Agua Prieta, Sonora","Chicago, IL ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-88.125016, 42.371614)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -88.125016 42.371614)"
2004,"San Juan del Río, Querétaro","Tecate, Baja California del Norte","Riverside-San Bernardino, CA ","(-100.01196274827622, 20.387046249999997)","(-116.5934782, 32.5791061)","(-117.3455744, 34.0109957)","LINESTRING (-100.0119627482762 20.38704625, -116.5934782 32.5791061, -117.3455744 34.0109957)"
1999,Querétaro,"Agua Prieta, Sonora","Chicago, IL ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-88.125016, 42.371614)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -88.125016 42.371614)"
1994,Querétaro,"Agua Prieta, Sonora","Las Vegas, NV-AZ ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-114.0562227, 36.8159974)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -114.0562227 36.8159974)"
1995,Querétaro,"Agua Prieta, Sonora","Las Vegas, NV-AZ ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-114.0562227, 36.8159974)","LINESTRING (-99.84756 20.8542575, -109.5425509 31.3179664, -114.0562227 36.8159974)"
1963,"Juárez, Chihuahua","Juárez, Chihuahua","El Paso, TX ","(-106.0277621, 28.6517723)","(-106.0277621, 28.6517723)","(-106.464634, 31.7754152)","LINESTRING (-106.0277621 28.6517723, -106.0277621 28.6517723, -106.464634 31.7754152)"
1996,"Benito Juárez, Quintana Roo","Tijuana, Baja California del Norte","Orange County, CA ","(-87.07500728633562, 20.98154135)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-87.07500728633562 20.98154135, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1997,Tabasco,"Tijuana, Baja California del Norte","San Jose, CA ","(-92.48312213241397, 17.95078635)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-92.48312213241397 17.95078635, -117.0412813 32.5132984, -121.890583 37.3361905)"
1995,Tabasco,"Tijuana, Baja California del Norte","New York, NY ","(-92.48312213241397, 17.95078635)","(-117.0412813, 32.5132984)","(-74.0060152, 40.7127281)","LINESTRING (-92.48312213241397 17.95078635, -117.0412813 32.5132984, -74.00601519999999 40.7127281)"
2004,Tabasco,"Juárez, Chihuahua","Charleston-North Charleston, SC ","(-92.48312213241397, 17.95078635)","(-106.0277621, 28.6517723)","(-79.9982712, 32.8754081)","LINESTRING (-92.48312213241397 17.95078635, -106.0277621 28.6517723, -79.9982712 32.8754081)"
1998,Tabasco,"Agua Prieta, Sonora","Phoenix-Mesa, AZ ","(-92.48312213241397, 17.95078635)","(-109.5425509, 31.3179664)","(-111.6526441150196, 33.30591455)","LINESTRING (-92.48312213241397 17.95078635, -109.5425509 31.3179664, -111.6526441150196 33.30591455)"
2006,", Chiapas","Altar, Sonora","Bakersfield, CA ","(-104.6568346, 23.9902139)","(-111.88979063990689, 31.09381305)","(-119.0194639, 35.3738712)","LINESTRING (-104.6568346 23.9902139, -111.8897906399069 31.09381305, -119.0194639 35.3738712)"
2003,Tabasco,"Piedras Negras, Coahuila de Zaragoza","Indianapolis, IN ","(-92.48312213241397, 17.95078635)","(-100.5267104, 28.6998135)","(-85.8017583, 43.8808339)","LINESTRING (-92.48312213241397 17.95078635, -100.5267104 28.6998135, -85.8017583 43.8808339)"
1998,Tabasco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-92.48312213241397, 17.95078635)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-92.48312213241397 17.95078635, -117.0412813 32.5132984, -118.1362299 33.760599)"
2001,"Centro, Tabasco","Agua Prieta, Sonora","Greenville, NC ","(-92.77477675953622, 18.0271651)","(-109.5425509, 31.3179664)","(-77.3724593, 35.613224)","LINESTRING (-92.77477675953622 18.0271651, -109.5425509 31.3179664, -77.3724593 35.613224)"
1976,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -122.419906 37.7790262)"
1995,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.0, 19.166667)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-104 19.166667, -117.0412813 32.5132984, -118.1362299 33.760599)"
1972,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -122.419906 37.7790262)"
1985,Jalisco,"Tijuana, Baja California del Norte","Austin-San Marcos, TX ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-97.9280021, 29.8861175)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -97.9280021 29.8861175)"
1972,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -118.1362299 33.760599)"
1990,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1999,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1950,Jalisco,"Tijuana, Baja California del Norte","Modesto, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-120.9968782, 37.6390972)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -120.9968782 37.6390972)"
1999,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1994,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1998,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-121.493895, 38.5810606)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -121.493895 38.5810606)"
1980,Jalisco,"Juárez, Chihuahua","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-106.0277621, 28.6517723)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -106.0277621 28.6517723, -118.1362299 33.760599)"
1984,Jalisco,"Nogales, Sonora","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-108.9248649, 28.3713765)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -108.9248649 28.3713765, -118.1362299 33.760599)"
1979,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1981,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1974,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1949,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
2002,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -122.419906 37.7790262)"
1973,Jalisco,"Tijuana, Baja California del Norte","Ventura, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.0779359, 34.4458248)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.0779359 34.4458248)"
1983,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-121.890583, 37.3361905)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -121.890583 37.3361905)"
1964,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -122.419906 37.7790262)"
1989,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1993,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1981,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1995,Jalisco,"Nogales, Sonora","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-108.9248649, 28.3713765)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -108.9248649 28.3713765, -118.1362299 33.760599)"
1965,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1965,Jalisco,"López, Chihuahua","El Paso, TX ","(-103.6666671, 20.3333331)","(-105.05402743497146, 26.934908200000002)","(-106.464634, 31.7754152)","LINESTRING (-103.6666671 20.3333331, -105.0540274349715 26.9349082, -106.464634 31.7754152)"
1972,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1971,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
2000,Jalisco,"Matamoros, Tamaulipas","Atlanta, GA ","(-103.6666671, 20.3333331)","(-97.5017951, 25.8520977)","(-84.3902644, 33.7489924)","LINESTRING (-103.6666671 20.3333331, -97.5017951 25.8520977, -84.39026440000001 33.7489924)"
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1998,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
2000,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-121.493895, 38.5810606)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -121.493895 38.5810606)"
1987,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1972,"Iztapalapa, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.0929294, 19.3591195)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.0929294 19.3591195, -117.0412813 32.5132984, -118.1362299 33.760599)"
2000,Jalisco,"Mexicali, Baja California del Norte","Chicago, IL ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-88.125016, 42.371614)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -88.125016 42.371614)"
1994,Jalisco,"Nogales, Sonora","Phoenix-Mesa, AZ ","(-103.6666671, 20.3333331)","(-108.9248649, 28.3713765)","(-111.6526441150196, 33.30591455)","LINESTRING (-103.6666671 20.3333331, -108.9248649 28.3713765, -111.6526441150196 33.30591455)"
1990,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1994,Jalisco,"Mexicali, Baja California del Norte","Atlanta, GA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-84.3902644, 33.7489924)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -84.39026440000001 33.7489924)"
1978,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,Jalisco,"Tijuana, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -122.419906 37.7790262)"
2003,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,Jalisco,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -118.1362299 33.760599)"
1983,"Iztapalapa, Distrito Federal","Tijuana, Baja California del Norte","San Francisco, CA ","(-99.0929294, 19.3591195)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-99.0929294 19.3591195, -117.0412813 32.5132984, -122.419906 37.7790262)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Jalisco,"Tijuana, Baja California del Norte","Orange County, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1979,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
