crsyr1,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords
1992,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1983,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Jalisco,"Tijuana, Baja California del Norte","San Jose, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1997,Jalisco,"Nogales, Sonora","Phoenix-Mesa, AZ ","(-103.6666671, 20.3333331)","(-108.9620954, 30.2074686)","(-111.6526441150196, 33.30591455)"
1988,Jalisco,"Tijuana, Baja California del Norte","Santa Rosa, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-122.7141049, 38.4404925)"
1986,"Zapotlán El Grande, Jalisco","Tijuana, Baja California del Norte","Portland, ME ","(-103.51064802186409, 19.697346500000002)","(-116.964662, 32.5010188)","(-70.2548596, 43.6610277)"
1987,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1996,Jalisco,"Tijuana, Baja California del Norte","Oakland, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-122.2713563, 37.8044557)"
1994,"Cocula, Jalisco","Tecate, Baja California del Norte","Oakland, CA ","(-103.81742103058032, 20.4035811)","(-116.6298787, 32.5653831)","(-122.2713563, 37.8044557)"
1989,Jalisco,"Tijuana, Baja California del Norte","Oakland, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-122.2713563, 37.8044557)"
1984,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1993,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1994,Puebla,"Nogales, Sonora","New York, NY ","(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(-74.0060152, 40.7127281)"
1987,Puebla,"Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-98.0, 18.833333)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)"
1986,Puebla,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-120.508049, 34.675904)"
1990,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1986,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1984,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1993,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Nuevo Laredo, Tamaulipas","New York, NY ","(-98.0, 18.833333)","(-99.5185992, 27.4761506)","(-74.0060152, 40.7127281)"
1996,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1992,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1989,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas",,"(-99.1248161, 19.3997047)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1997,", Puebla","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1992,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,", Puebla","Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1991,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1989,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1984,", Puebla","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1984,", Puebla","Nuevo Laredo, Tamaulipas","Houston, TX ","(-98.0, 18.833333)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)"
1997,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1981,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1984,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1991,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1992,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1989,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1989,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","New York, NY ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1995,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1992,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,", Puebla","Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1993,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1997,Puebla,"Hermosillo, Sonora","New York, NY ","(-98.0, 18.833333)","(-110.969219, 29.0948291)","(-74.0060152, 40.7127281)"
1994,Puebla,"Nogales, Sonora","New York, NY ","(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(-74.0060152, 40.7127281)"
1991,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1988,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1994,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1997,Puebla,"Tecate, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.6298787, 32.5653831)","(-118.2400932, 33.7689643)"
1992,Puebla,"Nogales, Sonora",,"(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1985,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1990,Puebla,"Nogales, Sonora","New York, NY ","(-98.0, 18.833333)","(-108.9620954, 30.2074686)","(-74.0060152, 40.7127281)"
1983,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1968,", Puebla","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1996,Puebla,"Tijuana, Baja California del Norte","Beaumont-Port Arthur, TX ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-93.978441, 29.947576)"
1990,Puebla,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,"Acatlán, Puebla","Tijuana, Baja California del Norte","Bakersfield, CA ","(-98.07685284211858, 18.2231375)","(-116.964662, 32.5010188)","(-119.0194639, 35.3738712)"
1987,", Puebla","Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1991,"Ciudad de México, Distrito Federal","Nogales, Sonora","New York, NY ","(-99.1248161, 19.3997047)","(-108.9620954, 30.2074686)","(-74.0060152, 40.7127281)"
1991,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","New York, NY ","(-99.1248161, 19.3997047)","(-116.964662, 32.5010188)","(-74.0060152, 40.7127281)"
1976,Sinaloa,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-107.5000001, 25.0000001)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1997,"Mazatlán, Sinaloa","Tijuana, Baja California del Norte",,"(-106.4153144, 23.2313053)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1975,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","San Francisco, CA ","(-115.448325, 32.6248622)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1986,"Mazatlán, Sinaloa","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-106.4153144, 23.2313053)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1976,Sinaloa,"Mexicali, Baja California del Norte","Fresno, CA ","(-107.5000001, 25.0000001)","(-115.448325, 32.6248622)","(-119.7848307, 36.7394421)"
1972,Sinaloa,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-107.5000001, 25.0000001)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1994,Sinaloa,"Nogales, Sonora","Los Angeles-Long Beach, CA ","(-107.5000001, 25.0000001)","(-108.9620954, 30.2074686)","(-118.2400932, 33.7689643)"
1987,"Culiacan, Sinaloa","Tijuana, Baja California del Norte",,"(-107.393395, 24.7978965)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1988,"Mazatlán, Sinaloa","Tijuana, Baja California del Norte","San Francisco, CA ","(-106.4153144, 23.2313053)","(-116.964662, 32.5010188)","(-122.419906, 37.7790262)"
1976,Sinaloa,"Mexicali, Baja California del Norte","Fresno, CA ","(-107.5000001, 25.0000001)","(-115.448325, 32.6248622)","(-119.7848307, 36.7394421)"
1975,Sinaloa,"Mexicali, Baja California del Norte",,"(-107.5000001, 25.0000001)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
1974,Sinaloa,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-107.5000001, 25.0000001)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1966,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1952,"Mexicali, Baja California del Norte","Mexicali, Baja California del Norte",,"(-115.448325, 32.6248622)","(-115.448325, 32.6248622)","(11.0480288, 46.3144754)"
1976,"Hermosillo, Sonora","Nogales, Sonora",,"(-110.969219, 29.0948291)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1979,Sinaloa,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-107.5000001, 25.0000001)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1972,"Mazatlán, Sinaloa","Nogales, Sonora","Phoenix-Mesa, AZ ","(-106.4153144, 23.2313053)","(-108.9620954, 30.2074686)","(-111.6526441150196, 33.30591455)"
1992,"Culiacan, Sinaloa","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-107.393395, 24.7978965)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,"Culiacan, Sinaloa","Tijuana, Baja California del Norte","Oakland, CA ","(-107.393395, 24.7978965)","(-116.964662, 32.5010188)","(-122.2713563, 37.8044557)"
1978,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1952,Baja California del Norte,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-115.448325, 32.6248622)","(-118.2400932, 33.7689643)"
1993,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1949,Baja California del Norte,"Reynosa, Tamaulipas","San Antonio, TX ","(-116.80410383187461, 31.80965305)","(-98.2963932, 26.0704018)","(-98.4951405, 29.4246002)"
1975,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1963,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1942,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1986,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1945,Baja California del Norte,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX ","(-116.80410383187461, 31.80965305)","(-98.2963932, 26.0704018)",Fail
1954,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1978,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1976,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1972,Baja California del Norte,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1921,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1962,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1987,Baja California del Norte,"Tijuana, Baja California del Norte","Orange County, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1975,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1986,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1959,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1993,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1981,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1978,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1965,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1985,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1968,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1968,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1983,Baja California del Norte,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.80410383187461, 31.80965305)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1967,"Los Reyes, Michoacán","Tijuana, Baja California del Norte","Oakland, CA ","(-102.36992498690617, 19.66322145)","(-116.964662, 32.5010188)","(-122.2713563, 37.8044557)"
